Open,Close,High,Low,Volume,Date
128.37,130.99,131.05,127.99,1,128,656.00,03/18/22
125.64,128.62,128.65,124.95,1,424,317.00,03/17/22
122.78,125.97,126.02,122.27,1,442,405.00,03/16/22
120.28,121.13,121.22,119.32,626,787.00,03/15/22
121,119.6,123.39,118.99,1,109,843.00,03/14/22
123.91,120.65,124.45,120.47,988,636.00,03/11/22
122.71,123,123.26,121.07,1,237,843.00,03/10/22
122.69,124.26,124.85,122.37,1,248,134.00,03/09/22
119.92,120.32,123.68,118.6,1,962,006.00,03/08/22
121.73,120.62,123.47,120.62,1,298,631.00,03/07/22
123.24,122.57,124.36,122.15,558,535.00,03/04/22
126.8,124.44,126.82,123.76,954,671.00,03/03/22
125.54,126.07,126.86,124.22,822,372.00,03/02/22
125.66,125.4,127.71,124.63,1,092,438.00,03/01/22
125.02,126.07,126.84,124.48,1,186,275.00,02/28/22
125.19,126.29,126.37,123.83,1,372,684.00,02/25/22
118.79,124.59,124.71,118.66,1,865,595.00,02/24/22
125.17,121.5,125.17,121.38,1,144,585.00,02/23/22
123.77,124.16,125.7,123.49,1,154,437.00,02/22/22
125.99,125.04,126.92,124.1,728,175.00,02/18/22
128.98,126,128.98,125.87,905,796.00,02/17/22
129.36,129.91,130.4,127.98,798,463.00,02/16/22
128.98,129.98,130.56,128.31,929,138.00,02/15/22
129.68,127.68,129.88,126.9,996,370.00,02/14/22
131.88,130.07,133.33,129.58,1,284,847.00,02/11/22
132.29,131.8,135.52,130.71,1,468,432.00,02/10/22
132.74,135.1,135.33,132.68,1,067,440.00,02/09/22
131.22,131.55,132.06,129.53,1,015,201.00,02/08/22
130.88,131.64,132.77,130.6,1,035,407.00,02/07/22
129.73,130.63,131.71,129.09,1,031,896.00,02/04/22
131.01,130.21,132.1,129.98,1,708,616.00,02/03/22
133.91,132.98,133.91,131.57,1,179,575.00,02/02/22
132.88,134.25,134.315,131.34,1,669,437.00,02/01/22
128.22,131.86,132.03,128.11,1,614,440.00,01/31/22
123.79,127.97,128.07,122.5,1,835,864.00,01/28/22
127.43,123.68,127.93,123.5,1,490,571.00,01/27/22
128.28,126.22,131.07,125.26,1,799,281.00,01/26/22
127.95,127.59,129.58,126.17,1,911,017.00,01/25/22
126.75,129.86,130.04,122.94,2,303,523.00,01/24/22
129.83,128.68,131.46,128.2,1,658,806.00,01/21/22
133.3,130.65,134.66,130.36,1,224,926.00,01/20/22
134.29,131.83,135.23,131.77,962,215.00,01/19/22
136.97,133.46,136.97,133.25,1,115,166.00,01/18/22
136.76,138.95,139.02,135.59,1,164,225.00,01/14/22
141.55,138.05,141.67,137.84,983,730.00,01/13/22
143.32,141.93,144.07,141.37,745,966.00,01/12/22
142.36,143.52,143.69,140.85,1,340,851.00,01/11/22
139.76,142.16,142.31,138.37,988,670.00,01/10/22
142.35,140.55,143.79,140.47,1,178,637.00,01/07/22
142.07,142.42,143.68,139.83,1,266,961.00,01/06/22
147.79,142.5,148.88,142.34,1,443,010.00,01/05/22
151.87,148.29,152.01,147.11,1,177,716.00,01/04/22
152.31,152.37,152.49,149.37,1,557,747.00,01/03/22
153.72,152.62,154.87,152.52,1,007,964.00,12/31/21
152.74,153.76,155.06,152.28,998,757.00,12/30/21
151.82,152.83,153.5,150.84,981,331.00,12/29/21
