Date,Open,High,Low,Close,Adj Close,Volume
1998-12-21,23.312500,23.812500,23.187500,23.625000,12.845883,95300
1998-12-28,23.750000,23.750000,23.218750,23.343750,12.692959,70300
1999-01-04,23.281250,24.562500,23.171875,23.968750,13.032796,621400
1999-01-11,23.750000,23.781250,22.375000,22.718750,12.353119,247300
1999-01-18,22.812500,22.906250,22.500000,22.593750,12.285151,71800
1999-01-25,22.687500,22.687500,21.437500,21.812500,11.860352,130400
1999-02-01,21.812500,22.937500,21.531250,22.875000,12.438076,171000
1999-02-08,22.968750,23.218750,22.156250,22.156250,12.047263,623800
1999-02-15,22.328125,22.437500,21.531250,21.718750,11.809375,291600
1999-02-22,21.875000,22.093750,21.625000,21.625000,11.758396,493100
1999-03-01,21.671875,23.031250,21.093750,22.859375,12.429581,354800
1999-03-08,22.984375,25.250000,22.843750,24.500000,13.321658,3433700
1999-03-15,24.562500,25.312500,24.000000,24.781250,13.474586,1752100
1999-03-22,25.000000,25.125000,24.062500,24.750000,13.505970,575200
1999-03-29,25.375000,25.687500,24.296875,24.562500,13.403649,234200
1999-04-05,24.562500,25.500000,24.468750,25.375000,13.847028,1842100
1999-04-12,25.250000,27.156250,25.218750,27.140625,14.810529,505200
1999-04-19,27.875000,28.343750,26.250000,26.750000,14.597355,1225300
1999-04-26,26.562500,28.875000,26.015625,28.234375,15.407383,1690100
1999-05-03,28.250000,29.125000,28.000000,28.640625,15.629068,1779300
1999-05-10,28.609375,28.906250,27.250000,27.812500,15.177160,1393600
1999-05-17,27.437500,28.343750,27.015625,28.187500,15.381795,782900
1999-05-24,28.312500,28.593750,27.312500,27.625000,15.074846,1010500
1999-05-31,27.562500,28.312500,27.015625,28.312500,15.450022,519300
1999-06-07,28.343750,28.750000,28.125000,28.625000,15.620535,570300
1999-06-14,28.750000,29.375000,28.531250,28.875000,15.756970,775200
1999-06-21,28.812500,28.812500,27.375000,27.437500,15.048369,1098300
1999-06-28,27.406250,28.453125,27.156250,28.359375,15.553982,317100
1999-07-05,28.500000,29.218750,28.500000,28.984375,15.896770,289400
1999-07-12,29.250000,29.375000,28.812500,29.125000,15.973897,217200
1999-07-19,29.062500,29.093750,27.703125,28.281250,15.511130,193300
1999-07-26,28.218750,28.750000,27.593750,28.578125,15.673956,185700
1999-08-02,28.390625,29.500000,27.953125,29.156250,15.991035,166100
1999-08-09,29.500000,30.171875,29.265625,29.843750,16.368099,639200
1999-08-16,29.703125,29.921875,29.296875,29.843750,16.368099,2392100
1999-08-23,29.906250,30.062500,28.718750,28.890625,15.845358,866400
1999-08-30,29.000000,29.109375,28.312500,28.843750,15.819644,530800
1999-09-06,28.781250,30.312500,28.781250,30.031250,16.470945,377900
1999-09-13,29.750000,29.750000,28.250000,28.937500,15.871061,845600
1999-09-20,28.968750,28.968750,26.359375,27.000000,14.875573,780000
1999-09-27,27.187500,27.562500,26.250000,27.343750,15.064959,1903200
1999-10-04,27.625000,27.625000,25.687500,26.109375,14.384881,789500
1999-10-11,26.125000,27.000000,26.125000,26.328125,14.505410,1093100
1999-10-18,26.156250,27.703125,25.968750,27.578125,15.194085,991100
1999-10-25,27.375000,27.437500,26.500000,27.031250,14.892788,332500
1999-11-01,27.062500,27.187500,25.375000,25.562500,14.083587,734700
1999-11-08,25.781250,28.000000,25.781250,27.875000,15.357647,775400
1999-11-15,27.984375,29.187500,27.875000,28.343750,15.615913,407600
1999-11-22,28.484375,28.562500,27.218750,27.250000,15.013310,750100
1999-11-29,27.109375,27.515625,26.921875,27.125000,14.944442,367800
1999-12-06,27.187500,27.312500,26.156250,26.312500,14.496796,440600
1999-12-13,26.312500,27.375000,26.187500,27.000000,14.875573,1788300
1999-12-20,26.875000,27.093750,26.312500,27.093750,14.971255,2256800
1999-12-27,27.250000,28.000000,26.718750,27.093750,14.971255,1447700
2000-01-03,27.312500,28.406250,25.875000,28.078125,15.515195,2041400
2000-01-10,28.078125,28.312500,27.562500,28.062500,15.506563,509100
2000-01-17,27.875000,29.234375,27.875000,29.093750,16.076395,1128400
2000-01-24,29.281250,29.468750,26.500000,26.687500,14.746772,2123100
2000-01-31,26.187500,27.609375,26.125000,26.312500,14.539560,407600
2000-02-07,26.312500,27.062500,25.312500,25.718750,14.211461,1063700
2000-02-14,25.875000,27.500000,25.593750,26.515625,14.651795,1177300
2000-02-21,26.625000,26.625000,24.687500,24.812500,13.710697,1129600
2000-02-28,25.062500,27.406250,24.625000,26.875000,14.850373,2421400
2000-03-06,26.687500,28.843750,26.531250,27.750000,15.333877,2890200
2000-03-13,27.750000,28.781250,26.750000,27.781250,15.351147,1846600
2000-03-20,27.906250,28.375000,26.000000,28.031250,15.541180,658800
2000-03-27,27.937500,30.218750,27.593750,29.312500,16.251541,1327000
2000-04-03,29.500000,30.156250,28.562500,28.859375,16.000317,900000
2000-04-10,28.687500,29.562500,28.218750,28.500000,15.801073,3047000
2000-04-17,28.250000,28.765625,27.515625,28.609375,15.861711,909100
2000-04-24,28.812500,29.781250,28.453125,28.875000,16.008980,962800
2000-05-01,29.187500,30.109375,29.000000,30.062500,16.667355,341400
2000-05-08,29.875000,31.625000,29.875000,31.609375,17.524988,735000
2000-05-15,31.687500,32.312500,31.359375,31.812500,17.637596,3215400
2000-05-22,31.562500,31.921875,30.593750,30.890625,17.126492,679900
2000-05-29,31.093750,32.312500,30.687500,30.875000,17.117823,268000
2000-06-05,30.687500,31.625000,30.375000,31.171875,17.282417,1431200
2000-06-12,31.125000,32.500000,31.125000,31.750000,17.602951,1560700
2000-06-19,31.812500,32.125000,30.703125,31.421875,17.505274,659100
