Open,Close,High,Low,Volume,Date
74.25,73.74,74.3,73.685,2,868,535.00,05/24/23
74.57,74.22,74.63,74.12,3,130,836.00,05/23/23
75.72,74.77,75.85,74.73,3,541,840.00,05/22/23
76.03,75.92,76.105,75.59,2,854,207.00,05/19/23
75.96,75.87,76.05,75.41,2,812,609.00,05/18/23
76.48,76.24,76.49,75.775,2,768,856.00,05/17/23
76.73,76.28,76.79,76.18,3,227,008.00,05/16/23
77.24,76.93,77.34,76.59,3,190,838.00,05/15/23
76.9,77.12,77.145,76.74,1,906,573.00,05/12/23
76.57,76.82,76.87,76.155,2,492,253.00,05/11/23
76.73,76.59,77.06,76.055,3,162,548.00,05/10/23
76.96,76.71,76.96,76.575,1,830,292.00,05/09/23
76.91,76.95,77.05,76.7,2,168,492.00,05/08/23
76.59,77.18,77.235,76.51,2,754,082.00,05/05/23
76.74,76.47,76.86,76.23,3,243,419.00,05/04/23
77.06,76.66,77.38,76.64,3,118,807.00,05/03/23
77.43,77.29,77.47,76.52,5,041,540.00,05/02/23
77.31,77.5,77.815,77.295,2,731,372.00,05/01/23
77.23,77.44,77.58,77.04,3,990,846.00,04/28/23
76.22,77.03,77.105,76.17,3,845,762.00,04/27/23
76.42,76.18,76.71,76.15,2,906,802.00,04/26/23
76.86,76.78,77.37,76.7,3,474,973.00,04/25/23
